ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country,min_age,max_age,avg_age,price_per_piece
6-12,85.7922,8.0,663.0,4.4,Stop the crooks from breaking their partner out of jail!,60174.0,"Pick up your badge and make an arresting visit to the LEGO® City Mountain Police Headquarters! This exciting set features a 2-level police headquarters with a net shooter on the roof, jail cell with breakout wall/door and a cave under the jail cell with a mountain lion pounce function. This cool toy for kids also includes a helipad with ladder, police helicopter with spinning rotors, crook helicopter with spinning rotors and chain with hook, police 4x4 and motocross bike. Includes 7 minifigures and a mountain lion figure.
Includes 7 minifigures: a police chief, pilot, 2 officers and 3 crooks, plus a mountain lion figure.
Features a 2-level Mountain Police Headquarters with rotating satellite dish, net shooter, garage and ramp for a vehicle, jail cell with breakout wall/door, escape ‘rope', office with desks and a cave under the jail cell with mountain lion pounce function, plus a separate helipad with ladder.
Also includes a police helicopter with spinning rotors and opening minifigure cockpit, crooks' helicopter with spinning rotors, opening minifigure cockpit and a chain with hook, police 4x4 with tall bubble light, and a police motocross bike.
Hook the chain from the crooks’ helicopter onto the jail cell wall to break out the crook.
Take off in the police helicopter and 4x4 to chase after the crooks, then prep the net shooter and launch a net at the crooks' helicopter to force it to land.
Push the lever behind the cave to pounce the mountain lion at the crooks.
Accessory elements include 2 mugs, 2 golden bars, string net, binoculars, radio, flashlight, megaphone and 3 pairs of handcuffs.
This cool toy for kids is suitable for ages 5-12.
Police helicopter measures over 2” (7cm) high, 7” (19cm) long and 6” (16cm) wide.
Crooks' helicopter measures over 3” (8cm) high, 8” (22cm) long and 6” (16cm) wide.
Police motocross bike measures over 1” (3cm) high, 2” (6cm) long and under 1” (2cm) wide.
Police 4x4 measures over 2” (6cm) high, 4” (12cm) long and 2” (6cm) wide.
Police headquarters measures over 9” (24cm) high, 9” (23cm) wide and 6” (16cm) deep.
Police helipad measures over 2” (6cm) high, 2” (8cm) wide and 2” (8cm) deep.
As seen in the LEGO® City Police TV commercial.",3,Mountain Police Headquarters,4.6,City,4.0,CA,6.0,12.0,9.0,0.1294
6-12,77.9922,4.0,740.0,5.0,Load up the truck and deliver the goods!,60169.0,"Join the crew keeping the citizens of LEGO® City supplied with goods from the Cargo Terminal, featuring a truck with trailer, forklift with moving blades, telehandler with an opening cockpit and telescopic arm, gatehouse with raising barrier and sliding window, and a pallet storage rack plus 4 pallets of items, including a lawnmower and water scooter, and other fun accessories. Includes 4 minifigures.
Includes 4 minifigures: office worker, 2 cargo center workers and a truck driver.
Features a truck with minifigure cab, trailer and space for 4 containers, a working forklift with minifigure cab and a telehandler with rotating, telescopic arm and minifigure cab.
Also includes a gatehouse with raising barrier and sliding window, a pallet storage rack that holds up to 4 pallets, plus a buildable lawn mower and water scooter.
Raise the gatehouse barrier to let the truck in and out of the Cargo Terminal.
Push down the lever on the back of the forklift blades to raise them.
Load the pallets into the containers or storage area with the forklift.
Turn the knob on the back of the telehandler to raise the arm.
Hook the telehandler arm to a container to load it on the trailer.
Accessory items include several LEGO® boxes, lawnmower attachments (shovel and mower blade), hand truck, broom, wrench, walkie-talkie, coffee machine and 4 mugs.
Truck with trailer measures over 3” (8cm) high, 15” (40cm) long and 2” (6cm) wide.
Forklift measures over 3” (8cm) high, 4” (12cm) long and 1” (5cm) wide.
Telehandler with arm extended measures over 5” (13cm) high, 7” (18cm) long and 2” (7cm) wide.
Gatehouse with barrier lowered measures over 3” (10cm) high, 5” (13cm) wide and 5” (14cm) deep.
Storage area measures over 4” (12cm) high, 5” (15cm) wide and 2” (6cm) deep.
Each container measures over 2” (6cm) high, 1” (4cm) wide and 2” (7cm) deep.
Lawnmower measures over 1” (3cm) high, 1” (4cm) long and 1” (3cm) wide.
Water scooter measures over 1” (4cm) long, 1” (3cm) wide and under 1” (2cm) high.
LEGO® boxes combined measure over 1” (3cm) wide, 1” (4cm) deep and under 1” (1cm) high.",3,Cargo Terminal,5.0,City,4.3,CA,6.0,12.0,9.0,0.10539486486486487
5-12,70.1922,9.0,561.0,3.9,Protect the bank and stop the crooks!,60140.0,"Be part of the action with the LEGO® City police as they protect the bank’s safe and ATM from the crooks and their bulldozer, with a high security truck loaded with accessories, helicopter with searchlight, spinning rotors, plus the crooks’ bulldozer with chains and hooks. Includes five minifigures plus a police dog figure.
Includes five minifigures: a police officer, pilot, police specialist and two crooks, plus a police dog figure.
Features a bank building, helicopter, truck and bulldozer.
Bank features two levels with a safe and ATM that can both be pulled from the walls, a waiting area on the first level and barred security gate on the second level that opens, drainpipe on the side of the building to climb up, entrance on the roof through a trapdoor, opening front door and a teller's desk. The safe has two compartments to hold money bills and the ATM opens on the back to hold money bills.
Police truck features opening rear doors and space in the back for gear.
Crooks’ bulldozer features a front blade plow, moving tracks, chain and a hook.
Police helicopter features spinning rotors, rotating searchlight and a rope to hold a minifigure.
Climb up the drainpipe and enter the bank through the trapdoor on the roof.
Attach the hook and chain from the bulldozer to the safe and rip it out of the wall.
Accessory elements include four money bills, a mug, two sets of handcuffs, flashlight, crowbar and a hammer.
This set offers an age-appropriate build and play experience for ages 5-12.
Bank measures over 6” (16cm) high, 5” (13cm) wide and 2” (6cm) deep.
Helicopter measures over 2” (7cm) high, 6” (16cm) long and 5” (13cm) wide.
Police truck measures over 3” (8cm) high, 6” (16cm) long and 2” (7cm) wide.
Bulldozer measures over 2” (6cm) high, 4” (11cm) long and 2”(7cm) wide.",2,Bulldozer Break-in,3.3,City,3.6,CA,5.0,12.0,8.5,0.12511978609625668
5-12,62.3922,2.0,303.0,4.5,Fly in and surprise the crooks at their hideout!,60173.0,"Pick up your badge and join the LEGO® City Mountain Police officers as they make a Mountain Arrest! This amazing children's toy set features a 2-level hideout with opening door, bathtub, beehive and post with crane and chain, a police helicopter with opening cab, double spinning rotors, opening door on the back, net shooter, winch with string and hook, plus a crook's escape buggy with space for loot. Includes 4 minifigures and a bear figure.
Includes 4 minifigures: a police officer, pilot and 2 crooks, plus a bear figure.
Features a 2-level crooks’ hideout with bathtub, opening door, beehive and crane with chain.
Also includes a police helicopter with double spinning rotors, net shooter and winch with string and hook, opening cockpit and sliding rear door, plus an escape buggy for the crooks with space for a backpack.
Move the crane arm on the hideout to lower the backpack and loot to the ground.
Hit the trigger on the net shooter to launch the net at the crook while the officer rappels to the ground using the winch and hook.
Accessory elements include 4 water elements, string net, brush, mug, map, backpack and 2 money bills.
This fun children's toy set is suitable for ages 5-12.
Police helicopter measures over 5” (13cm) high, 9” (24cm) long and 3” (8cm) wide.
Crooks' buggy measures over 1” (5cm) high, 3” (8cm) long and 1” (5cm) wide.
Hideout measures over 5” (13cm) high, 4” (12cm) wide and 2” (7cm) deep.
As seen in the LEGO® City Police TV commercial.",3,Mountain Arrest,4.0,City,2.5,CA,5.0,12.0,8.5,0.20591485148514851
7-12,58.4922,3.0,426.0,4.7,Watch your step while you explore new things in the jungle!,60160.0,"Discover exciting things in the depths of the LEGO® City jungle with the Jungle Mobile Lab, featuring a truck with opening sides and roof, a waterfall build with a crocodile and temple with a moving leaf that hides a treasure, plus a buildable Venus flytrap plant with closing ‘mouth’ and a kayak. Includes 4 minifigures plus crocodile and spider figures.
Includes 4 minifigures: female explorer, male explorer, scientist and a mechanic, plus crocodile and spider figures.
Features a Jungle Mobile Lab with opening side and roof and 2-minifigure cab, plus a kayak with paddle.
Also includes a waterfall build with a slide function to reveal the crocodile, swinging vine, stairs to a temple with moving leaf to uncover hidden treasure element, plus a buildable Venus flytrap with opening ‘mouth’ and space for a spider figure.
Open the sides and top of the Jungle Mobile Lab to access the equipment.
Grab the vine to swing across the water and avoid the crocodile.
Slide the crocodile through the waterfall to surprise the jungle explorer.
Climb the stairs and use the machete to clear away the leaf and find the treasure.
Push the top of the Venus flytrap down to trap the spider… or the scientist’s camera!
Accessory elements include a machete, bag, wrench, 2 cameras, compass and a diamond.
Jungle Mobile Lab measures over 4” (12cm) high, 7” (18cm) long and 2” (6cm) wide.
Waterfall measures over 3” (10cm) high, 4” (12cm) wide and 6” (16cm) deep.
Venus flytrap with ‘mouth’ closed measures over 1” (4cm) high, 2” (6cm) wide and 1” (4cm) deep.
Kayak measures over 4” (11cm) long.
Crocodile figure measures over 4” (11cm) long.",3,Jungle Mobile Lab,5.0,City,4.7,CA,7.0,12.0,9.5,0.1373056338028169
6-12,58.4922,8.0,415.0,4.4,Perform a daring helicopter rescue before the shark gets too close!,60166.0,"Be a part of the fearless LEGO® City coast guard crew on the Heavy-duty Rescue Helicopter, featuring sliding doors on the sides, opening ramp in the back with space for the included water scooter, 2-minifigure cockpit and a rotating crane arm with lowering winch. This fun set also includes a lighthouse, shipwreck and a kayak with paddle, plus 4 minifigures and a shark figure.
Includes 4 minifigures: one female and 2 male coast guard members, a kayaker, plus a shark figure.
Features a helicopter with spinning rotors, sliding doors on both sides, opening ramp at the back with space for the included water scooter, opening 2-minifigure cockpit, rotating crane arm with winch operated by a handle on the side.
Also includes a lighthouse and shipwreck, plus a kayak.
Spin the rotors and take off in the helicopter.
Lower the ramp and launch the water scooter.
Turn the handle to lower the winch.
Includes a paddle accessory element.
Helicopter (excluding rotors) measures over 5” (13cm) high, 15” (40cm) long and 3” (10cm) wide.
Water scooter measures over 1” (3cm) high, 3” (8cm) long and 1” (4cm) wide.
Kayak measures over 4” (12cm) long and under 1” (1cm) high and 1” (2cm) wide.
Lighthouse and shipwreck measure over 3” (9cm) high, 2” (6cm) wide and 3” (10cm) deep.
Shark figure measures over 2” (7cm) long.",4,Heavy-duty Rescue Helicopter,4.4,City,4.0,CA,6.0,12.0,9.0,0.14094506024096384
5-12,50.6922,1.0,294.0,4.0,Drive in the heavy driller and start digging the cave!,60186.0,"Grab your hard hat and head out with the LEGO® City Mining Heavy Driller to make new discoveries! This fun toy features a functioning heavy driller with minifigure cab, shovel loader with tipping bed, plus a mine cave with breakaway golden nugget elements and a mobile lab. Includes 3 minifigures and a glow-in-the-dark spider figure.
Includes 3 minifigures: 2 miners and a geologist, plus a spider figure.
Features a functioning heavy driller with minifigure cab and a shovel loader with tipping bed.
Also includes a mine cave with breakaway golden nugget elements, mobile lab and a buildable tool stand.
Spider glows in the dark!
Turn the knob on the back of the heavy driller to spin the drill bit.
Shovel the golden nuggets into the loader bed, then tip the bed to empty the nuggets by the lab.
Set a golden nugget in the lab machine to analyze it.
Accessory elements include 8 golden nugget elements, a mug and a buildable stand with dynamite element and shovel.
This fun toy is suitable for ages 5-12.
Heavy driller measures over 2” (7cm) high, 9” (24cm) long and 3” (10cm) wide.
Shovel loader measures over 1” (5cm) high, 4” (11cm) long and 1” (5cm) wide.
Mine cave measures over 3” (10cm) high, 4” (12cm) wide and 2” (6cm) deep.
Mobile lab measures over 1” (3cm) high, 2” (6cm) wide and under 1” (2cm) deep.",3,Mining Heavy Driller,5.0,City,4.0,CA,5.0,12.0,8.5,0.17242244897959183
6-12,46.7922,10.0,374.0,3.9,Stop the crooks before they escape from the mobile jail!,60139.0,"Be part of the action with the LEGO® City police as they stop the crook’s escape from the jail cell in the Mobile Command Center, featuring a detachable truck cab, room for two minifigures, monitoring room with screens, satellite dish, opening roof, side doors and rear ramp, storage area for the motorbike and tools and a jail cell breakout feature, plus the crooks’ ATV. Includes four minifigures and a police dog figure.
Includes four minifigures: two police officers and two crooks, plus a police dog figure.
Features a Mobile Command Center, police motorbike and crook’s ATV.
Mobile Command Center features a detachable cab, jail cell with breakout feature and room for two minifigures, monitoring room with screens, satellite dish on the roof, desk, seat and storage area for the motorbike and tools at the back of the trailer.
Crooks' ATV features a chain and hook.
Attach the ATV's hook and chain to the jail cell door bars to break out the crook.
Set up the Mobile Command Center and unload the police motorbike.
Catch the crooks and lock them back up in the cell.
Accessory elements include a mug, backpack, two money bills, two cones, wrench, walkie-talkie, lollypop stop sign and a set of handcuffs.
This set offers an age-appropriate build and play experience for ages 6-12.
Truck cab measures over 3” (8cm) high, 5” (13cm) long and 2” (7cm) wide.
Mobile Command Center measures over 4” (11cm) high, 9” (23cm) long and 2” (6cm) wide.
ATV measures over 1” (3cm) high, 2” (7cm) long and 1” (5cm) wide.
Motorbike measures over 1” (3cm) high, 2” (7cm) long and under 1” (2cm) wide.",2,Mobile Command Center,4.0,City,3.3,CA,6.0,12.0,9.0,0.12511283422459893
5-12,46.7922,16.0,337.0,3.6,"Hop on, there’s so much to see with the LEGO® City bus!",60154.0,"Join the other passengers for a quick and easy ride on the LEGO® City Bus. This cool model features opening front and side doors, a bike rack on the front, seats for minifigure riders, luggage storage space and room for a wheelchair inside, as well as a bus stop with a bike stand, trash can, waiting area and ramp, plus a newsstand with newspapers, fruit and drinks for sale. Includes 6 minifigures and a dog figure.
Includes 6 minifigures: 2 bus passengers, bus driver, newsstand worker, newsstand visitor and a wheelchair passenger, plus a dog figure.
Features a city bus with opening side and front doors, bike rack for 2 bikes on the back, and space inside for 4 minifigures including a wheelchair passenger.
Also includes a bus stop with waiting area, bike stand, trash can and ramp for a wheelchair, plus a newsstand with an open shelf and space inside for a minifigure, as well as a buildable streetlight.
Visit the newsstand to buy a paper and cold drink.
Park your bike in the bike stand while you wait for the bus to arrive at the bus stop.
Push the wheelchair up the ramp to enter the bus.
Accessory elements include a briefcase, fruit, 2 drink elements, 3 newspaper tiles and a buildable wheelchair.
City bus measures over 2” (7cm) high, 9” (23cm) long and 1” (5cm) wide.
Bus stop measures over 2” (7cm) high, 3” (8cm) wide and 3” (8cm) deep.
Newsstand and streetlight measures over 5” (13cm) high, 1” (3cm) wide and 3” (8cm) deep.",2,Bus Station,3.3,City,2.7,CA,5.0,12.0,8.5,0.13884925816023738
5-12,38.9922,10.0,169.0,4.3,Pack your city with a bunch of new people!,60153.0,"Grow your LEGO® City population with this people pack, featuring a wide range of minifigures and endless possibilities for activities, with windsurfing and kayaking, volleyball net with ball, trees with hammock and an ice cream stand. Includes 15 minifigures plus dog, fish, dolphin and lobster figures.
Includes 15 male and female adult and child minifigures, plus dog, dolphin, lobster and fish figures.
Features a range of buildable models for a colorful beach setting.
Hop on the surfboard, put up the sail and take a fast ride on the waves.
Paddle the kayak out into the water and have a nice float along the coast.
Get some ice cream at the ice cream stand, and then relax in the hammock with your mp3 player.
Build a sand castle on the beach.
Accessory elements include a kayak with paddle, beach lifeguard tower, megaphone, binoculars, volleyball net and ball, hammock, 2 trees, mp3 player, ice cream stand with ice cream and extra cone, money note, parasol, camera, sand castle, shovel, bucket, bin, broom, banana, gold-colored coin element, metal detector and a radio.",1,People pack – Fun at the beach,4.1,City,3.6,CA,5.0,12.0,8.5,0.2307230769230769
5-12,38.9922,8.0,257.0,4.2,Call the Fire Response Unit for help!,60108.0,"Be part of the crew that helps protect LEGO® City from emergencies. The Fire Response Unit features a helicopter that carries water elements in a tank and can drop water elements from its opening cargo doors, a motorcycle with a fire extinguisher, and a container with a roof element that turns when hit by the water bricks to put the fire out. Includes 3 minifigures: a pilot, firefighter and a worker.
Includes 3 minifigures: a pilot, firefighter and a worker.
Features a helicopter with rotating blades and cargo doors that open, and a motorcycle with space for a fire extinguisher.
Fly the helicopter over the container to release the water elements and turn the container roof element, putting out the fire.
Accessory elements include a welder, 2 gas canisters, trolley, fire extinguisher, wrench, 5 water bricks and a saw.
Helicopter measures over 3” (10cm) high, 12” (33cm) long and3” (8cm) wide.
Motorcycle measures over 1” (4cm) high, 2” (7cm) long and under 1” (2cm) wide.
Container with flames down measures over 2” (6cm) high, 4” (12cm) wide and 2” (6cm) deep.",3,Fire Response Unit,3.9,City,3.8,CA,5.0,12.0,8.5,0.15172062256809338
5-12,35.092200000000005,14.0,294.0,4.2,Help Chase McCain and the police nab the crook!,60138.0,"Be part of the action with the LEGO® City police as they call in Chase McCain to help stop the crook escaping with the loot in the stolen sports car. This set features a police helicopter with spinning rotors and a lowering winch with hook, police pursuit car, stolen sports car and a barrier. Includes four minifigures.
Includes four minifigures: a pilot, police officer, crook and an exclusive for spring 2017 Chase McCain.
Features a police helicopter, police pursuit car and a sports car.
Police helicopter features spinning rotors, removable cockpit canopy and a lowering winch with hook.
Police pursuit car features a rear spoiler.
Sports car features space in the back for money bills and gold bars.
Use the police pursuit car to try and catch the crook.
Call in the police helicopter to assist in the capture.
Lower Chase McCain into the stolen car using the helicopter’s winch.
Accessory elements include a walkie-talkie, handcuffs, two gold bars, two money bills, plus a buildable barrier.
This set offers an age-appropriate build and play experience for ages 5-12.
Features an exclusive-for-spring-2017 Chase McCain minifigure.
Helicopter with rotor blades measures over 4” (11cm) high, 12” (33cm) long and 10” (26cm) wide.
Police pursuit car measures over 1” (4cm) high,4” (11cm) long and 1” (5cm) wide.
Sports car measures over 1” (4cm) high, 4” (12cm) long and 1” (5cm) wide.",3,High-speed Chase,4.2,City,4.1,CA,5.0,12.0,8.5,0.11936122448979594
5-12,35.092200000000005,2.0,347.0,4.5,Race to the rescue on land and sea!,60165.0,"Join the rough and ready crew of the LEGO® City coast guard and their 4x4 Response Unit, featuring a 4x4 truck with opening minifigure cab, opening rear compartment with space for tools and gear, and a detachable trailer for the included rescue craft with room for 2 minifigures, drop-down engines and spinning propellers, radio antennas, toolbox and life preservers. There’s also a diver’s dinghy with dive gear, engine and fire elements. Includes 3 minifigures, plus an octopus figure.
Includes 3 minifigures: a captain/driver, female coast guard member and a diver, plus an octopus figure.
Features a 4x4 truck with minifigure cab, radio antenna, opening rear compartment for tools and gear, and a detachable trailer for the rescue craft with a toolbox, 2 radio antennas and drop-down engines with spinning propellers.
Also includes a small diver’s dinghy with engine and a buildable buoy.
Rescue craft and dinghy float!
Hitch the trailer to the 4x4 truck and head off on a rescue call.
Grab the fire extinguisher and put out the fire.
Rescue the diver before the octopus grabs him!
Accessory elements include 2 life preservers, 2 fire elements, 2 walkie-talkies, camera, binoculars, box, megaphone, 2 bottles, 2 life vests, dive mask, flippers and a fire extinguisher.
4x4 truck measures over 4” (11cm) high, 4” (12cm) long and 2” (6cm) wide.
Trailer measures over 1” (5cm) high, 7” (18cm) long and 2” (7cm) wide.
Rescue craft measures over 3” (10cm) high, 7” (19cm) long and 2” (7cm) wide.
Diver’s dinghy measures over 1” (4cm) high, 3” (9cm) long and 1” (5cm) wide.
Octopus figure measures over 2” (6cm) long, 1” (5cm) wide and under 1” (2cm) high.
Buoy measures over 3” (8cm) high, 1” (3cm) wide and 1” (3cm) deep.",1,4 x 4 Response Unit,5.0,City,5.0,CA,5.0,12.0,8.5,0.10113025936599425
6-12,35.092200000000005,5.0,378.0,4.8,Defend the mission and dodge a surprise in the jungle!,60159.0,"Explore what lies within the LEGO® City jungle on a Jungle Halftrack Mission, featuring a truck with tracks on the back wheels, storage space for the chain and tool elements, plus an ATV with removable crate, a buildable campfire and a buildable temple with diamond element and moveable stone that releases a spider. Includes 2 minifigures, plus panther and spider figures.
Includes 2 minifigures: male and female explorer, plus panther and spider figures.
Features a half-track truck with space in the back for a chain and tools, an ATV with removable crate, and a buildable temple with trap function and diamond element.
Move the stone to access the diamond, then hook the chain over the diamond to pull it out of the temple.
Toss the drumstick to distract the panther.
Accessory elements include a camera, machete, walkie-talkie, pan and a buildable campfire.
Halftrack truck measures over 3” (9cm) high, 5” (15cm) long and 2” (7cm) wide.
ATV measures over 1” (5cm) high, 3” (9cm) long and 1” (5cm) wide.
Temple measures over 3” (9cm) high, 2” (6cm) wide and 2” (6cm) deep.
Panther figure measures over 3” (8cm) long.",2,Jungle Halftrack Mission,4.8,City,4.6,CA,6.0,12.0,9.0,0.09283650793650795
5-12,31.192200000000003,7.0,344.0,5.0,"Load up the Pickup & Caravan, it’s time for a vacation!",60182.0,"Head out into nature with the family in the LEGO® City Pickup & Caravan, featuring a big caravan with opening side, door, removable front roof to access the bedroom, removable furniture and a separate support leg to stand alone, plus a pickup truck with removable cab roof and bed with caravan hitch. This fun toy for boys and girls includes 3 minifigures and a crab figure.
Includes 3 minifigures: Mom, Dad and Son, plus a crab figure.
Features a caravan that opens on the side, opening door, removable front roof, furniture and a separate support leg to stand alone, plus a pickup truck with removable cab roof, minifigure cab and truck bed with a hitch for the caravan.
Unhitch the caravan from the pickup and extend the support leg so it can stand on its own.
Open the side of the caravan to access the inside.
Remove the front roof of the caravan to access the bedroom.
Accessory elements include a net, toy ship, camera, gas fire, pan, fish, 2 mugs, 2 chairs and a small buildable table.
This toy for boys and girls is suitable for ages 5-12.
Pickup measures over 2” (7cm) high, 5” (13cm) long and 2” (6cm) wide.
Caravan measures over 3” (10 cm) high, 7” (20cm) long and 2” (6cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",2,Pickup & Caravan,5.0,City,5.0,CA,5.0,12.0,8.5,0.090675
5-12,31.192200000000003,7.0,310.0,4.4,Haul in the helicopter to handle the heavy lifting!,60183.0,"Head to the worksite outside the city limits with the LEGO® City Heavy Cargo Transport, featuring a heavy truck with opening cab, toolbox and bull bars, a detachable extended trailer, plus a helicopter with spinning rotors, opening cockpit and a chain. This popular kids toy includes 2 minifigures.
Includes 2 minifigures: a truck driver and a helicopter pilot.
Features a heavy truck with bull bars, exhaust pipes, toolbox and opening cab, plus an extended trailer and helicopter with spinning rotors, opening cockpit and a chain.
Connect the trailer to the truck to haul the helicopter to the next job.
Drop the chain from the helicopter and hook it to the oil barrel to carry it to the worksite.
Spin the rotors and launch the helicopter off the trailer.
Accessory elements include a mug, box, wrench, shovel, walkie-talkie, fire extinguisher and an oil barrel.
This popular kids toy is suitable for ages 5-12.
Truck measures over 3” (8cm) high, 5” (14cm) long and 2” (6cm) wide.
Trailer measures over 1” (3cm) high, 10” (27cm) long and 2” (5cm) wide.
Helicopter measures over 3” (8cm) high, 8” (21cm) long and 1” (4cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",2,Heavy Cargo Transport,4.7,City,4.7,CA,5.0,12.0,8.5,0.10062000000000001
5-12,23.3922,11.0,214.0,4.5,Put out the burning oil barrel!,60107.0,"Be a hero in LEGO® City with the Fire Ladder Truck, featuring an extending ladder that spins 360 degrees and a pull-out fire hose with a special stud-shooter function to knock down the flames. Includes 2 minifigures: a female firefighter and a male firefighter.
Includes 2 minifigures: a female firefighter and a male firefighter.
Features a Fire Ladder Truck with extending ladder and hose, plus an oil barrel.
Move the Fire Ladder Truck into position, extend the ladder and get above the fire.
Pull out the fire hose and shoot the water elements with the stud-shooting function to put out the fire!
Accessory elements include a fire extinguisher, shovel, circular saw, water studs and an axe.
Fire Ladder Truck measures over 3” (8cm) high, 7”(20cm) long and 1” (5cm) wide.",2,Fire Ladder Truck,4.5,City,4.1,CA,5.0,12.0,8.5,0.10930934579439251
5-12,23.3922,3.0,141.0,4.3,Fly in and save the stranded sailor before he floats away!,60164.0,"Be part of the brave crew of the LEGO® City coast guard in the Sea Rescue Plane, featuring spinning propellers, an opening cockpit, lowering back ramp and space for the included rescue water scooter, plus a rescue raft and rescue light. Includes 2 minifigures.
Includes 2 minifigures: a rescue plane pilot and a sailor.
Features a rescue plane with spinning rotors, pontoons, opening minifigure cockpit, back ramp that lowers with space inside the plane for the included 2-minifigure rescue water scooter.
Also includes a rescue raft with space for a minifigure.
Spin the rotors to take off and head out to search for the missing sailor.
Pretend to shine the rescue light from the raft to catch the pilot’s attention in the plane.
Land the plane, open the back hatch and hop on the water scooter to rescue the stranded sailor.
Includes a rescue light accessory element.
Rescue plane measures over 3” (8cm) high, 8” (21cm) long and 9” (24cm) wide.
Rescue raft measures over 1” (3cm) high, 2” (6cm) long and 1” (4cm) wide.
Rescue water scooter measures over 2” (6cm) long, 1” (3cm) wide and under 1” (2cm) high.",2,Sea Rescue Plane,4.3,City,4.7,CA,5.0,12.0,8.5,0.16590212765957446
6-12,23.3922,5.0,201.0,4.3,Fly into the jungle and explore the hidden temple!,60158.0,"Head deep into the LEGO® City jungle with the Jungle Explorer Helicopter, featuring an opening minifigure cockpit, spinning rotors and working winch, an ATV with space for a minifigure, a treasure box and a temple with moving leaf revealing a gold-colored chalice. Includes 2 minifigures, plus a spider figure.
Includes 2 minifigures: a pilot and an explorer, plus a spider figure.
Features a helicopter with opening minifigure cockpit, spinning rotors and a working winch, plus an ATV with space for a minifigure.
Also includes a temple with moving leaf revealing a gold-colored chalice element.
Hook the helicopter winch to the ATV and fly it into the jungle.
Turn the knob to lower the ATV to the ground.
Push the leaf aside to reveal the golden cup.
Load the cup in the box to haul it back to camp with the helicopter.
Accessory elements include a box and a machete.
Helicopter including rotors measures over 3” (9cm) high, 9” (24cm) long and 7” (18cm) wide.
ATV measures over 1” (4cm) high, 2” (6cm) long and 1” (4cm) wide.
Temple measures over 1” (5cm) high, 1” (3cm) wide and 3” (9cm) deep.",3,Jungle Cargo Helicopter,4.4,City,3.8,CA,6.0,12.0,9.0,0.11637910447761193
6-12,19.4922,4.0,192.0,5.0,Jump the fire and give the crowd a thrilling show!,60180.0,"Become a legend and do the most gravity-defying stunts in the LEGO® City Monster Truck set, featuring a colorful monster truck with massive wheels, air scoop and working suspension, plus a buildable ramp and 2 fire containers with flame elements. This cool children's toy includes a minifigure.
Includes a monster truck driver minifigure.
Features a colorful monster truck with massive wheels, air scoop on the hood and working suspension, plus a buildable ramp.
Launch the monster truck off the ramp to jump over the flaming fire barrels.
Includes 2 buildable fire containers with flame elements.
This children's toy is suitable for ages 6-12.
Monster truck measures over 4” (12cm) high, 5” (14cm) long and 3” (9cm) wide.
Ramp measures over 3” (9cm) wide, 2” (6cm) deep and under 1” (2cm) high.
As seen in the LEGO® City Vehicles TV commercial.",3,Monster Truck,5.0,City,5.0,CA,6.0,12.0,9.0,0.101521875
5-12,19.4922,35.0,249.0,4.6,Order a pizza to go!,60150.0,"Make and serve some pizza for your customers with the LEGO® City Pizza Van, featuring a van with opening sides and kitchen space in the back, a scooter and a buildable table with parasol. Includes two minifigures.
Includes two minifigures: a pizza van chef and a customer.
Features a Pizza Van, scooter and a buildable table with parasol.
Pizza Van features opening sides and a kitchen area for the chef to serve pizza.
Scooter features space behind the seat for a pizza box.
Set up the table with parasol.
Raise either side of the Pizza Van to open for business.
Serve the customer a full pizza, a slice or some french fries.
Accessory elements include a pizza box, full pizza, pizza slice and french fries.
This set offers an age-appropriate build and play experience for ages 5-12.
Pizza Van measures over 3” (8cm) high, 5” (14cm) long and 1” (5cm) wide.
Scooter measures over 1” (3cm) high, 1” (5cm) long and under 1” (2cm) wide.
Table with parasol measures over 2” (6cm) high, 1” (4cm) wide and 1” (4cm) deep.",2,Pizza Van,4.9,City,4.8,CA,5.0,12.0,8.5,0.07828192771084337
5-12,19.4922,89.0,24.0,2.9,Get killer curves in your tracks!,7499.0,"Add flexible train tracks to your locomotive system to connect and move around obstacles and awkward shapes! Extend your rails to make your engines go places they never have before! Includes 8 straight tracks and 16 flexible tracks.
Includes 8 straight tracks and 16 flexible tracks
Note: Tracks do not conduct electricity and therefore are not compatible with LEGO® 9v trains",2,Flexible and Straight Tracks,2.5,City,2.2,CA,5.0,12.0,8.5,0.812175
